BodyType,Make,GenModel,Model,YearFirstUsed,YearManufacture,LicenceStatus,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2009,SORN,4,2,3,2,1,1,2,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2008,Licensed,2,2,1,2,1,3,2,4,3,2
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2008,SORN,4,3,5,3,3,1,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2007,Licensed,5,5,3,4,5,7,5,4,4,2
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2007,SORN,4,4,4,4,4,2,3,3,2,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2006,Licensed,5,4,2,5,6,7,8,6,3,3
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2006,SORN,6,7,8,8,6,5,2,3,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2005,Licensed,2,2,2,2,4,5,3,2,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2005,SORN,4,3,3,4,2,1,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2004,Licensed,4,3,3,4,5,5,5,7,7,6
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2004,SORN,6,7,7,6,5,5,7,5,3,2
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2003,Licensed,0,0,0,0,0,0,0,1,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,[x],2003,SORN,1,1,1,1,1,1,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2014,2014,Licensed,7,7,6,6,8,7,8,6,10,9
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2014,2014,SORN,2,1,2,2,0,1,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2013,2013,Licensed,15,20,17,12,15,12,18,21,21,20
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2013,2013,SORN,11,7,7,11,10,12,7,5,4,4
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2013,2012,Licensed,1,1,0,1,1,0,0,1,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2013,2012,SORN,0,0,1,0,0,1,1,0,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2012,2012,Licensed,14,13,14,16,14,16,19,21,22,26
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2012,2012,SORN,13,16,15,13,14,11,10,7,6,4
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2012,2010,Licensed,0,0,0,0,0,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2011,2011,Licensed,13,14,15,16,16,14,18,22,20,26
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2011,2011,SORN,12,11,10,10,10,9,8,6,7,3
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2010,2010,Licensed,12,13,14,14,16,12,13,17,17,18
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2010,2010,SORN,6,6,6,6,4,5,7,4,2,2
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2009,2009,Licensed,15,19,17,14,18,18,22,28,27,28
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2009,2009,SORN,14,12,15,15,14,14,10,5,4,6
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2009,2008,Licensed,1,1,1,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2008,2008,Licensed,24,25,26,25,26,35,38,40,40,38
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2008,2008,SORN,24,25,24,29,27,20,16,13,12,9
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2007,2007,Licensed,27,39,33,32,40,35,36,40,46,45
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2007,2007,SORN,24,18,24,25,17,18,18,14,9,9
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2006,2006,Licensed,18,17,15,15,21,21,25,21,23,22
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2006,2006,SORN,12,13,13,11,8,7,5,4,3,4
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2005,2005,Licensed,15,12,18,23,21,22,21,20,23,24
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2005,2005,SORN,18,22,19,15,16,11,11,12,10,10
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2005,2004,Licensed,0,1,1,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2005,2004,SORN,1,0,0,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2004,2004,Licensed,24,25,36,34,33,39,40,45,50,52
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2004,2004,SORN,46,47,37,37,33,29,26,22,23,21
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2003,2003,Licensed,1,2,3,2,4,3,2,3,4,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO,2003,2003,SORN,2,2,1,3,1,2,4,1,1,3
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO BICOLORE AUTO,2012,2012,Licensed,0,1,0,0,1,0,1,1,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO BICOLORE AUTO,2012,2012,SORN,1,0,1,1,0,1,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO BICOLORE AUTO,2011,2011,Licensed,1,1,1,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-2 50 ANNIV S-A,2014,2014,Licensed,0,0,1,0,0,0,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-2 50 ANNIV S-A,2014,2014,SORN,1,1,0,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-2 50 ANNIV S-A,2013,2013,Licensed,0,0,0,0,1,1,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-2 50 ANNIV S-A,2013,2013,SORN,1,1,1,1,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,[x],2011,Licensed,0,0,0,1,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,[x],2011,SORN,1,1,1,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,[x],2009,Licensed,1,1,1,1,1,1,1,1,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,[x],2007,Licensed,1,1,1,1,1,1,1,0,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,[x],2007,SORN,0,0,0,0,0,0,0,0,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2013,2013,Licensed,0,0,0,1,1,1,0,1,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2013,2013,SORN,2,2,2,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2012,2012,Licensed,4,4,4,4,5,4,6,5,3,5
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2012,2012,SORN,1,2,1,0,0,0,0,0,2,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2011,2011,Licensed,2,3,5,3,5,4,6,8,7,8
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2011,2011,SORN,4,4,3,4,3,3,2,0,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2010,2010,Licensed,2,3,3,2,3,3,3,3,3,3
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2010,2010,SORN,1,0,0,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2007,2007,Licensed,0,0,0,0,0,0,0,0,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER,2007,2007,SORN,1,1,1,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER S-A,[x],2012,Licensed,0,1,1,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER S-A,2013,2013,Licensed,1,3,4,3,4,5,6,7,6,6
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER S-A,2013,2013,SORN,4,2,2,3,3,1,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER S-A,2012,2012,Licensed,3,3,3,3,2,3,3,2,3,3
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER S-A,2011,2011,Licensed,1,1,0,0,0,1,2,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP 560-4 SPYDER S-A,2011,2011,SORN,0,0,1,1,0,0,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP550-2 SPYDER S-A,[x],2012,Licensed,0,0,0,0,0,1,0,0,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP550-2 SPYDER S-A,[x],2012,SORN,1,1,1,1,1,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP550-2 SPYDER S-A,2013,2013,Licensed,1,1,0,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,[x],2013,Licensed,0,0,0,1,0,0,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,[x],2013,SORN,1,1,1,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,[x],2010,Licensed,1,0,0,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,[x],2009,Licensed,0,1,1,1,1,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,[x],2008,Licensed,0,0,0,0,0,0,1,1,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,2012,2012,Licensed,1,1,1,1,1,1,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,2008,2008,Licensed,1,1,1,0,0,0,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP560-4 S-A,2008,2008,SORN,0,0,0,1,1,1,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP570-4 SPYD PERF S-A,[x],2011,Licensed,2,2,2,0,0,0,1,0,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP570-4 SPYD PERF S-A,[x],2011,SORN,0,0,0,1,1,1,0,1,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP570-4 SPYD PERF S-A,2012,2012,Licensed,1,1,0,0,0,0,0,0,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP570-4 SPYD PERF S-A,2012,2012,SORN,0,0,1,1,1,1,1,1,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP570-4 SPYD PERF S-A,2011,2011,Licensed,1,1,1,1,1,0,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP570-4 SPYD PERF S-A,2011,2011,SORN,0,0,0,0,0,1,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SPYD PERFET SA,2013,2013,Licensed,0,1,1,1,1,0,1,1,2,2
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SPYD PERFET SA,2013,2013,SORN,2,1,1,1,1,2,0,1,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SPYD PERFET SA,2012,2012,Licensed,0,1,1,1,1,0,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SPYD PERFET SA,2012,2012,SORN,1,0,0,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUP TROF ST SA,2013,2013,Licensed,1,1,1,0,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUP TROF ST SA,2013,2013,SORN,0,0,0,1,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUP TROF ST SA,2012,2012,Licensed,0,0,0,0,0,0,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUP TROF ST SA,2012,2012,SORN,1,1,1,1,1,1,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUPERLEG ET SA,[x],2013,Licensed,0,0,0,0,0,0,1,0,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUPERLEG ET SA,[x],2013,SORN,1,1,1,1,1,0,0,1,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUPERLEG ET SA,2014,2014,Licensed,0,0,0,1,1,1,1,0,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUPERLEG ET SA,2014,2014,SORN,1,1,1,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUPERLEG ET SA,2013,2013,Licensed,0,0,0,0,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO LP5704 SUPERLEG ET SA,2013,2013,SORN,1,1,1,1,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,[x],2012,Licensed,1,1,2,2,1,2,1,1,2,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,[x],2012,SORN,1,1,0,0,0,0,1,0,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,[x],2010,Licensed,1,1,1,1,1,1,0,0,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,[x],2007,Licensed,0,0,1,1,1,2,2,1,2,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,[x],2007,SORN,1,1,0,0,0,0,0,1,0,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,[x],2006,Licensed,1,1,0,0,1,1,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,[x],2006,SORN,0,0,1,1,0,0,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2014,2014,Licensed,0,1,1,0,0,1,2,2,2,2
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2014,2014,SORN,0,0,0,0,1,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2013,2013,Licensed,4,5,6,4,4,6,6,6,8,8
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2013,2013,SORN,2,2,1,3,3,1,2,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2012,2012,Licensed,1,4,5,5,5,5,7,6,8,9
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2012,2012,SORN,10,7,7,7,6,5,4,4,3,2
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2011,2011,Licensed,2,4,5,4,6,6,5,6,6,7
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2011,2011,SORN,5,4,2,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2010,2010,Licensed,5,6,5,5,6,5,5,6,7,8
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2010,2010,SORN,2,1,2,2,1,2,1,2,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2009,2009,Licensed,9,9,9,9,10,10,11,12,14,18
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2009,2009,SORN,9,8,8,7,8,7,7,5,4,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2008,2008,Licensed,22,24,24,19,25,22,26,25,29,31
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2008,2008,SORN,13,12,10,13,10,10,10,10,6,4
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2007,2007,Licensed,27,27,30,33,38,38,44,42,46,43
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2007,2007,SORN,26,22,21,16,14,14,10,11,10,9
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2006,2006,Licensed,21,20,25,23,25,31,34,30,31,35
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2006,2006,SORN,17,19,15,16,15,12,8,13,11,7
Light goods vehicles,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2007,2007,Licensed,1,0,0,1,1,1,1,1,1,1
Light goods vehicles,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SPYDER AUTO,2007,2007,SORN,0,1,0,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,[x],2012,Licensed,0,0,1,1,0,1,1,1,1,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,[x],2009,Licensed,0,0,0,0,0,1,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,[x],2009,SORN,1,1,1,1,1,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,[x],2008,Licensed,1,2,2,1,1,4,3,4,2,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,[x],2008,SORN,4,3,3,4,4,2,2,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,[x],2007,Licensed,2,2,2,1,1,2,2,1,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,[x],2007,SORN,2,2,2,3,2,2,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,2017,2017,Licensed,0,0,0,0,0,1,1,[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,2012,2012,Licensed,1,1,2,2,2,1,2,2,2,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,2012,2012,SORN,1,1,0,0,0,1,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,2011,2011,Licensed,1,1,1,1,2,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,2011,2011,SORN,1,0,0,0,0,0,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA,2010,2010,Licensed,0,0,0,0,0,0,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA A,2013,2013,Licensed,0,1,1,1,1,1,1,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA A,2013,2013,SORN,1,0,0,0,0,0,0,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA A,2011,2011,Licensed,0,1,1,1,0,1,0,1,1,1
Cars,LAMBORGHINI,LAMBORGHINI GALLARDO,GALLARDO SUPERLEGGERA A,2011,2011,SORN,1,0,0,0,1,0,1,0,0,0
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO 60TH ANVRSY 4X4 SA,2023,2023,Licensed,1,[z],[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO FLUO CAPSLE 4X4 SA,2022,2022,Licensed,1,1,[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,[x],2020,Licensed,1,1,0,0,[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,2023,2023,Licensed,8,[z],[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,2023,2023,SORN,1,[z],[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,2022,2022,Licensed,14,17,[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,2022,2022,SORN,2,2,[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,2021,2021,Licensed,19,19,15,[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,2020,2020,Licensed,7,7,7,5,[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 610-2 S-A,2020,2020,SORN,1,1,0,1,[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,[x],2019,Licensed,1,1,1,0,0,[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,[x],2019,SORN,2,2,2,0,0,[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2023,2023,Licensed,24,[z],[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2023,2023,SORN,2,[z],[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2022,2022,Licensed,28,29,[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2022,2022,SORN,5,2,[z],[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2021,2021,Licensed,49,57,61,[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2021,2021,SORN,3,1,1,[z],[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2020,2020,Licensed,67,62,72,78,[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2020,2020,SORN,6,9,4,2,[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2019,2019,Licensed,24,26,28,26,26,[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN EVO LP 640-4 S-A,2019,2019,SORN,5,2,2,0,0,[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,[x],2017,Licensed,1,0,1,1,1,1,0,[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2020,2020,Licensed,1,1,1,1,[z],[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2019,2019,Licensed,2,3,1,3,4,[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2019,2019,SORN,1,0,1,0,0,[z],[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2018,2018,Licensed,7,7,7,6,7,8,[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2018,2018,SORN,0,0,0,1,1,0,[z],[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2017,2017,Licensed,22,21,23,24,25,25,27,[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2017,2017,SORN,4,4,4,5,5,5,4,[z],[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2016,2016,Licensed,5,6,7,8,9,13,12,14,[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 580-2 S-A,2016,2016,SORN,2,3,2,3,1,1,0,0,[z],[z]
Cars,LAMBORGHINI,LAMBORGHINI HURACAN,HURACAN LP 610-4 S-A,[x],2017,Licensed,2,1,1,1,1,1,0,[z],[z],[z]
